geneid,CAT1,CAT2,CAT4,CAT5,CAT16,CAT36,CAT7,CAT12,CAT13,CAT25,CAT34,CAT38,CAT39,CAT11,CAT14,CAT17,CAT19,CAT21,CAT22,CAT26,CAT27,CAT28,CAT32,CAT33,CAT35,CAT20,CAT23,CAT24,CAT30,CAT31
fpgt,0.0,-0.848341748,0.0,0.0,0.319891616,0.0,-1.497475966,0.0,0.0,0.105886045,-0.297895311,0.0,0.0,0.199902155,0.330581851,1.119225328,0.815093385,0.438999358,1.017506035,0.0,0.744056991,0.0,1.136584229,1.146611493,0.207150302,0.0,0.039389468,0.844142287,-1.554558826,0.0
fra10ac1,0.0,0.174464403,-1.282451951,0.0,-0.047003769,0.080045206,0.347778065,0.0,0.409570291,0.245048142,0.138307123,0.371423679,0.746837943,0.0,0.189762128,-0.627683703,0.023357825,-0.330898534,-0.079595226,0.149100445,-1.08448361,0.0,-0.857239248,-0.952278963,0.0,0.0,0.696726007,-0.991117617,-0.23119132,0.0
frg1,0.0,1.286783424,0.0,0.0,0.0,0.0,0.855140091,-1.807789481,-0.359757308,0.472171862,0.524427195,0.323984275,0.572847798,-0.866929272,-0.56474683,-0.650083623,-0.225522506,-2.192329599,-1.172901266,0.0,0.0,0.0,-0.253915201,0.615622619,-0.385116193,0.0,-0.093384504,-1.099333454,-2.515363321,-0.848992013
frmd4a,0.0,0.0,0.428196175,0.0,-0.114518227,0.0,0.438085923,0.0,-0.87813605,0.286566334,0.754398282,0.0,0.38661287,-1.379856859,0.125170435,0.333609207,0.139483638,-0.06697439,0.352775015,0.0,0.307076727,0.0,-0.25303198,-1.044407297,0.0,0.0,0.317707315,0.413318924,-2.830199008,0.0
frmd8,1.2033418,-0.253575883,0.0,0.040543784,0.148279423,0.0,-0.203644173,0.182503535,0.0,-0.443520282,-0.619897658,-0.530912248,0.920669321,0.908208131,0.67637443,1.278767438,0.995826471,1.134698848,1.252678087,-0.042580959,0.40634843,0.169113731,0.865237053,0.647151247,0.033749202,0.0,1.508162686,0.763652083,1.152198393,0.0
frs2,0.0,-1.407819242,-2.154399905,0.0,-1.180534273,0.0,0.284603226,-0.444936362,0.000782743,0.063118022,0.247059365,0.0,0.151783571,0.855351013,0.660277708,0.090328396,-1.931111699,0.094224279,1.509680144,0.0,0.0,-0.702025421,-0.118463372,0.355117321,0.0,0.0,-0.36002937,0.473890973,-0.783307805,0.0
fry,0.0,0.0,0.0,0.0,2.378177299,0.0,0.021092333,0.0,-0.832735193,0.113701736,-1.194799146,0.0,0.620270922,-0.678739894,-0.318181061,-0.237787269,-0.143184869,-0.206068065,-0.902668329,0.0,-0.668446518,0.0,0.490760106,0.86672355,0.105777536,0.0,1.573899032,-0.1774002,0.0,0.0
fryl,0.0,-0.308667297,-0.508170493,-1.046166332,-0.188800628,0.0,-1.113226065,0.0,0.0,0.0,-0.227652339,0.957677078,0.324902767,0.587388646,0.003529366,0.318633716,0.211323552,-0.153402467,0.636528783,-0.647016232,-0.471535239,0.0,-0.192615363,-0.494425508,-0.712749488,0.0,0.157344644,-0.372032638,0.561777522,0.0
fscn1,0.418725449,0.363164322,0.373089545,0.669296818,0.326832528,0.447027354,-1.164583294,-0.690710902,-0.887215594,0.141909111,-0.522719933,0.100857803,0.051839863,-0.086404088,0.581581132,-2.622186194,-0.200901628,-2.636301652,-1.223474112,-3.157634838,0.0,-3.322660635,-0.890260044,0.62288546,-3.976953031,-5.11416749,1.238814529,-0.879339341,0.0,0.0
fsd1,0.0,-0.326142033,0.268031412,0.0,0.320633081,0.0,0.067895888,0.0,0.0,0.307771084,0.0,0.0,0.0,0.55416153,-0.480589504,-0.293444029,0.035443957,-0.759489189,0.531491892,0.485836956,-0.811104711,0.372083341,-0.176291273,-0.587886314,0.276618173,-0.615877823,0.14876445,-1.362065251,0.0,0.0
fsd1l,0.0,-0.634326398,0.0,0.0,-0.433551738,0.0,0.424756561,0.0,0.0,-0.14497491,1.562602579,-0.293670476,-1.081891824,-0.400070745,0.657398115,0.410024115,0.448522473,-0.278886661,0.273664377,0.747147806,-0.960290017,-1.003088798,0.057384252,0.0,0.271393704,0.0,-0.478782568,1.238484094,0.0,0.0
fth1,0.208107329,-1.66129074,0.0,1.020183225,1.328651754,1.532715873,-1.854789627,0.0,0.0,-0.289919717,0.0,0.83352514,0.537977556,-0.665141462,-2.130136236,-0.529658708,-0.172987149,-1.634552979,-0.861824181,-0.121477277,-0.435262999,-1.058103794,-0.873172781,0.132874413,-0.193536934,0.0,-0.029534871,-0.015259931,-0.675429902,-0.633934511
fto,0.080372232,2.182312232,0.554375569,-0.534991805,0.557699893,0.483530884,-0.495482985,0.0,-0.745589878,-0.035088057,-0.767073643,0.0,-0.987995677,-1.067747278,-0.309191557,-0.447334747,0.042682513,-0.688902545,0.123868445,0.0,0.307076727,-1.371333455,0.226352329,0.032564326,0.164423978,0.0,0.155329864,0.447030593,0.0,0.0
ftsj1,0.348586728,0.630555692,0.487917788,1.01088591,0.568618922,0.424579503,0.534897642,0.0,0.965841096,0.822196103,1.093911586,1.273314027,0.811559389,-0.574862042,-0.69618381,0.367872311,0.332853743,-0.069073416,-1.758525284,0.0,-0.208232068,0.0,-1.292136639,-0.15335673,0.0,0.0,0.248457577,-1.156323601,-1.02660126,0.0
ftsj3,-0.503919007,0.107384415,0.914575087,-0.139400295,0.467146735,-0.100220828,-0.588714747,-0.389273172,-2.331830603,-0.613475587,-1.486361185,-4.174399914,-0.071459094,-0.429430923,-0.509028326,-0.411143835,0.17816362,-0.052213271,0.270281462,0.0,-1.799228825,-0.536497736,-1.302680074,-1.021907648,-1.214730827,0.0,-0.943605061,-0.998329898,-0.003129824,0.0
fubp1,0.331547755,1.135162935,1.322028635,0.448077056,0.941739063,1.031787502,0.652080592,2.217884582,1.043162749,0.813021978,1.834186095,-0.107197843,1.080538685,0.509446995,1.227417413,0.248785373,0.231828734,0.276361425,0.472535912,0.512371082,-0.338995072,0.117600172,0.245752439,-0.171997579,0.537460726,1.880012112,0.802209563,0.276730054,0.121549052,0.24828214
fubp3,-0.012289265,-1.45584787,-0.15557843,-1.086422665,0.197930768,-0.292552468,2.141962819,1.882870248,0.51259677,0.44632453,2.173624133,0.583103156,0.838302823,0.720264987,3.498050026,1.581524395,1.240414453,0.827348774,0.72186844,0.0,2.089752266,0.0,1.853742968,0.87764833,1.945953584,0.0,0.379974541,1.960596883,1.926944298,0.0
fuca1,0.0,0.26714494,-0.868262818,0.0,-0.208545347,0.237152161,0.724021651,0.0,0.0,0.061186885,0.759604875,-0.109732285,0.86788755,-0.771765941,-0.368968671,-1.482111504,-0.54826079,-0.656372032,-1.192777375,0.0,-1.990907607,0.0,-1.022759844,-0.683410272,-0.613706112,0.231659376,0.351044951,-0.902646662,0.022191793,0.0
fundc1,0.0,0.252971557,0.0,0.749316619,0.277829229,0.399928912,-0.414484034,0.0,0.0,-0.084779333,-0.418358522,-0.186636682,-0.077674297,0.607392396,0.0,0.80496412,0.862265578,0.308418426,0.525753502,0.0,0.0,0.0,1.769643836,0.674233559,0.0,0.0,-0.256694815,0.216612953,0.141076657,-1.580599649
furin,-0.430373962,-2.054701476,-1.45122709,-1.077403772,0.350506289,-1.722968309,1.272423452,0.72571238,0.587946617,0.289414488,0.84672814,0.002366995,0.379849251,0.701145392,-0.562500426,-0.478967455,-0.026549996,0.369837873,0.801038202,-0.423750649,0.27294592,-0.92874799,0.702753288,0.649937664,-0.69366087,0.0,0.11428809,-0.174143969,-0.006797401,-0.615324954
fus,0.197529425,0.825105224,0.839678588,0.235745665,0.977636174,1.139870802,0.578919622,0.0,0.0,0.488218597,0.776161274,-0.460155147,0.953116927,-0.795595985,0.830104572,0.454889334,0.538824145,0.018805001,-0.066382145,0.395519789,0.080045796,0.219998355,-0.335007082,-0.72850066,0.763508964,0.0,-0.114422884,0.636096025,1.363064381,-0.86174304
fut11,0.0,0.580900802,-0.096388106,0.0,0.299416158,0.621115081,0.739588156,0.0,1.53975606,0.535788461,1.413173091,0.0,0.628940466,0.176225595,0.0,0.045080819,0.371878905,-0.156520582,-0.022552054,0.156348344,0.44262067,0.109204381,-0.615839997,-0.156377669,0.24991487,0.0,1.670258355,0.305355126,0.0,0.0
fut8,0.0,-1.311831792,0.0,0.0,-0.376765114,0.0,0.009509388,0.0,0.0,0.107628744,1.443696324,0.0,0.709316106,-0.876960283,0.466233928,-0.304981402,-2.375475676,-0.471102139,-0.67096124,0.253010149,-0.889433242,1.456596601,-0.757937065,0.450285979,0.593390012,0.0,-1.490573601,-0.217414395,-0.273162312,-0.29163766
fxn,0.0,0.744326099,0.0,0.725726403,0.334017823,0.627725012,-1.033307175,0.0,0.0,-0.084707351,-1.258127474,0.161139986,0.0,0.0,0.0,-2.084555794,-1.56940363,-1.131300945,-0.622736297,0.820970688,0.0,-2.386435654,-1.371994563,0.898979645,-0.921739499,0.013140046,-1.622763998,-1.423735678,0.0,0.0
fxr1,0.002669179,0.891239745,0.599259216,0.901849194,1.068193214,-0.142301455,0.342582282,0.0,-0.02393161,-0.096944445,0.018220257,0.176469498,0.482599038,-1.329399886,-0.056314381,-0.174244457,-0.008872727,-0.48793174,0.471882697,0.251105382,-1.020969447,0.269583727,0.766776656,0.513490168,-0.121047788,-0.35745196,0.106718575,-0.595879635,-0.290696104,-0.367875592
fyn,0.0,-0.255908222,0.484881907,-0.739122208,0.626309122,-0.265315151,0.714807694,0.0,0.0,-0.102546954,0.0,0.0,-0.025033973,-0.133538574,0.967962645,1.105279915,0.475551042,0.320777519,0.812647996,-0.915397788,0.0,-0.838874491,1.212346435,0.846759315,-0.775533358,0.0,-0.10407086,1.263625907,0.986873064,0.588132685
fyttd1,0.111323428,0.098414581,-0.066450529,0.886543704,0.471171915,0.34718178,0.75012987,0.0,0.0,0.506131181,-0.141926911,0.0,-0.180692204,-0.42195746,0.0,-0.447134031,-0.576379534,-0.302379336,-0.149186713,0.0,-1.024977184,0.0,0.195357553,0.8869456,0.0,0.0,0.986390361,-0.881777674,0.0,2.16310371
fzr1,5.00547765,0.507072093,0.397001911,-1.691008177,1.477091646,-0.809309505,-1.063331501,-0.433607108,0.0,0.292132112,0.246755103,0.0,0.177789825,-0.558579583,-1.222135758,-1.42989674,-0.50041712,0.157542277,-0.189824479,0.322772464,-1.072957279,-0.474341825,-1.3449712,-0.71814055,0.153758996,0.0,-0.510864511,-0.762759616,0.0,0.0
g3bp1,0.254572907,0.998808503,0.696911722,0.664649161,0.756973454,0.993129205,0.084861638,-0.326028545,0.584962156,0.034016955,0.418642772,-1.347900583,0.150148556,-0.076312686,-0.042914019,0.145657952,0.332785514,0.596720802,0.793833506,-0.974526453,-0.267738494,-2.464751433,0.762167338,0.663808687,-1.368322471,0.129819945,0.095587227,0.349162254,-1.195742142,1.402459494
g3bp2,0.438757512,0.463750964,0.394832676,0.174466859,0.421506133,0.745805781,-1.129540549,0.161591187,-1.522281392,-0.35095702,-0.980160634,0.123365026,0.379283206,0.453977161,-0.005145143,0.220849802,0.297253551,-0.224622702,0.89923091,-1.47969501,-0.6237458,0.124186976,0.030145423,-0.410944734,-0.21029595,-0.243305005,0.578664805,-1.008708783,-0.353114379,0.0
g6pc3,0.0,0.622078515,0.199009726,0.17702249,0.394111642,0.281742606,-0.996347265,0.0,0.227121626,-0.05143183,-0.590881115,0.0,0.0,-0.515622479,0.0,-0.1901467,-0.052762886,-0.035351931,-1.750516023,0.0,0.0,2.452787165,-1.353183606,0.267947212,0.052671778,0.0,0.688391862,-1.388937419,-1.365964467,0.0
gab1,0.0,0.594870042,0.0,0.0,-0.019548308,0.0,1.691835156,0.0,0.0,0.641639482,1.04607316,0.127762654,0.552933698,0.0,0.0,0.618855112,0.502754309,-0.251800515,-0.151653696,0.0,0.0,-0.25068635,1.844809488,1.676071577,-1.629377697,0.0,0.716772747,1.841150478,1.039187292,1.322941489
gab2,0.0,-0.402059164,0.0,0.0,1.154754908,0.0,0.222442789,0.0,0.0,-0.66430004,-0.098478205,0.0,1.081703425,0.001284989,0.052263807,-0.366330747,0.102872882,0.727850425,-0.109386476,0.0,0.0,0.0,-0.043948427,-0.977058248,-0.90608198,-1.23591217,-0.826515305,-1.113418314,-0.882328374,-0.44723222
gabarap,0.0,2.787621422,-0.525180979,-1.09426355,-0.095421235,-0.347809487,0.216420615,0.0,0.0,-0.278516992,-0.845765419,0.0,0.143803994,-0.316047732,0.0,-3.01300191,-0.504592451,-0.531877756,-1.106987776,0.0,0.0,0.0,-0.433349092,0.514142807,-1.041738894,0.0,-0.570077212,-1.230624006,0.0,0.0
gabarapl2,0.0,0.707894146,0.343484085,0.919094342,0.320736254,0.440973161,-0.677704696,0.0,-0.989344526,-0.09612812,-0.901671281,-0.931402468,-0.126116967,0.063932254,0.0,-0.300833521,-0.087546474,-1.269858591,-0.058499239,0.087360044,-1.165666016,0.833700973,-0.506804694,1.256413124,0.940266432,0.242186336,0.950832395,-0.581653528,-1.772933477,-0.648118581
gabpa,0.0,-0.974312084,0.0,0.0,0.101461727,0.0,-0.020125596,-1.17122594,-0.3209327,-0.186543833,-0.484981002,0.38937146,-0.037795843,0.158888379,0.0,-0.790724731,0.016247796,-1.728219057,-1.551685608,0.0,0.0,0.0,0.595756959,-0.229044177,0.0,0.0,0.044906489,1.288370419,1.549110812,0.874438483
gabpb1,-3.45246993,0.453133383,1.050328051,0.90777098,1.180657575,0.664636476,-0.837429331,0.0,-0.252191274,0.040696948,-0.30716067,-0.823383015,-3.751511431,-0.050783763,-0.018875895,-0.262710804,0.451681917,-0.596262545,0.313499841,0.0,-1.508645739,0.0,-0.241218913,-0.966757153,-1.088476181,0.0,1.106773876,0.432794786,-1.048587994,0.0
gadd45a,0.0,-0.009771777,-1.229631241,1.873285878,-1.362801495,0.0,-0.993305175,0.0,0.663342986,0.174596115,1.66178667,0.0,-1.197656818,0.271224392,0.0,0.806275958,-0.12631269,3.001120512,0.19572907,0.0,0.0,0.0,1.613205981,0.554669168,0.0,0.0,0.765245721,-0.471954808,-0.54380766,0.0
gak,1.006135668,-0.594107062,0.951352029,0.124439526,0.387918558,-0.265396361,1.107213124,0.0,-0.642592782,-0.19359458,-0.441527268,-0.732589616,-0.134085654,-0.357485378,-1.404932873,-0.604521772,-0.510441758,-0.797234843,-0.253563811,-0.246985771,0.0,0.174985052,-1.057412379,0.170496862,-0.425870385,0.0,-0.276651024,-1.208792141,0.0,-0.565203519
galc,0.0,0.656985666,-0.045844634,0.0,0.004050823,0.0,0.206416692,0.0,0.0,-0.088318024,-1.002573971,-0.423218351,-0.62261762,0.499786227,-0.630708759,-0.073985193,0.057836728,-1.136562541,0.199414828,0.0,0.0,0.0,-0.44350916,-0.665869478,-1.404474992,0.0,0.745826541,0.320865537,0.259703048,0.0
gale,-0.095180557,0.700656214,0.862102103,0.34089881,0.516006835,1.311010531,-0.493824303,0.0,0.171658201,-0.009435206,-0.796918231,0.224630581,0.568818595,0.060650717,0.0,0.682982039,0.312883881,-0.105543443,0.492016422,0.332236872,0.0,0.418302084,0.59238531,0.143211346,0.094675514,0.0,-1.024281,-0.651974698,0.0,0.0
galk1,-0.039268182,0.593283565,0.338182288,0.216282529,0.072213821,0.747645006,-1.909952522,0.0,0.0,0.102286989,-1.423155504,0.069134216,0.23290404,0.0,0.0,-0.181432726,0.472183704,0.125316692,-1.523737805,-0.222354638,0.0,0.399273198,-1.146504338,-0.365486366,0.000466231,-0.204274479,-0.626336293,0.591879669,1.059905697,0.0
galk2,0.0,0.786456104,0.800433353,0.229169948,0.027029103,0.164413849,0.280696694,0.0,0.0,-0.083393982,-0.032160522,-0.051236435,0.422137845,-1.30082884,0.61793859,0.244412978,0.230090291,0.442941234,-1.562954801,0.082563973,0.0,-0.341092048,0.802694424,-0.195593452,-0.009215688,0.0,-0.067453303,0.46298026,0.0,0.0
galm,0.971600653,0.993676838,0.50912735,0.0,0.675368821,0.0,-1.542733512,0.0,0.0,-0.426898482,-1.157627858,0.325462899,0.0,-0.912092499,-0.666292415,-0.315415972,-0.164760645,-0.969334909,0.005692908,0.726459023,-0.463188665,0.422690447,-1.331502737,-0.392311967,0.271151733,0.0,-0.594520129,0.0,2.212393096,0.0
galns,-0.185054912,-0.069350125,0.900115128,-0.079618026,0.384540623,1.216854231,0.02625629,0.0,0.0,0.742284974,1.341030434,-0.16509134,0.0,0.0,0.0,-0.613928793,-0.135800597,-1.073465953,-1.63216546,0.0,0.0,0.0,-1.432636823,-0.687921779,0.0,-0.699087445,1.148964354,-1.016690596,0.045987631,0.0
galnt1,0.0,-1.320714286,-1.831209976,-1.691622827,-0.989046469,-1.710596406,-0.346504877,0.0,0.0,-0.005295796,0.11506102,0.0,-0.9240087,1.269197335,0.585539039,0.773500421,0.037082992,1.309620219,-0.156570962,0.361044797,1.27300715,0.0,1.406645456,0.617656733,0.244169253,0.0,1.184440676,0.662385938,0.591578176,0.349110992
galnt11,0.0,-2.290914572,0.0,0.0,-0.919646551,0.0,1.039709471,0.0,1.972380712,0.830711992,1.202697135,0.0,-2.461211016,1.232377377,0.0,0.811136679,0.678026202,0.903661867,1.165537135,0.0,0.608513049,0.0,2.183705835,0.964675431,0.638684067,0.0,0.573329307,-0.00730671,0.736710194,0.0
galnt2,0.141402734,0.321441879,0.130546553,0.179795236,0.221491778,1.209948878,0.684535251,0.0,1.530821751,0.277033672,0.441290317,-0.192413314,-0.068199135,0.946639198,0.0,-1.142195728,0.028219426,0.554199764,-0.45851172,0.0,0.0,0.493637263,0.922257357,0.0,0.0,-0.319980828,0.66548301,-0.850451931,0.069263969,1.378396306
galnt3,0.0,-0.031778035,0.0,0.0,-0.047003769,0.0,0.232202836,0.0,0.0,-0.1334688,-0.190760719,0.0,1.617205011,0.286618133,0.405459942,2.183905463,1.712792787,0.137652795,0.88549875,0.0,0.822385522,0.0,1.370745428,1.925656002,0.0,0.0,0.527333295,2.065809303,1.397217282,0.0
galnt7,0.0,-0.596437621,-0.287160969,-0.921107632,0.151306169,-0.540035703,0.941916039,0.763234325,0.0,0.118145889,1.508499312,0.225902279,0.468440621,0.0,0.0,-1.450132206,-2.011419015,0.0,0.386383858,0.0,0.0,0.0,0.0,1.786303393,0.0,0.0,-0.019748122,0.750533039,1.532627723,0.0
galt,0.0,0.761027784,-0.411542505,0.367321921,0.016737808,0.0,-1.70116919,0.0,-1.422775204,-0.176033757,-1.378430911,0.120342235,-3.216846628,-0.06714286,0.0,-1.844983723,0.541325573,0.517881271,-1.414189564,0.071557251,0.0,0.302384908,-0.403003922,0.104388633,0.436439261,-0.161512953,-0.159285048,-0.642700384,0.0,0.0
gamt,0.0,0.398555587,-0.335758072,-1.041998326,0.393562672,0.557184168,-0.955915335,0.0,0.0,-0.247743285,-0.872052919,-0.133904247,-0.112257628,0.0,0.0,-0.698900348,-2.225281081,1.73064983,-1.379277498,-0.88004436,0.0,0.629570412,1.848677036,0.371664556,-0.057459477,0.0,0.346051792,0.0,0.0,0.0
ganab,0.028103676,0.333765921,0.523804903,-0.445014119,0.469257289,0.4938782,-1.03347628,0.0,-1.639876837,-0.089048761,-0.842872653,-0.008466731,0.090619625,-0.629973134,-1.282964951,-0.757252715,-0.14294356,-0.861601954,-0.413122892,0.378336651,-1.901228727,0.521184916,-0.769446242,-0.454870061,0.265898714,0.007446389,0.630104477,-0.463929475,-1.566248809,0.0
gapdh,-0.113821771,0.765116807,0.0,-0.195438687,0.637221565,0.329465284,-1.949076654,0.0,0.0,-0.684689422,-1.074075075,0.412452268,-2.184556109,0.053268559,0.0,-0.242547679,0.835419971,0.0,-0.088201906,0.0,-0.509668389,0.259408695,-0.087767895,0.0,0.073980424,0.034051992,0.354379093,-1.676763247,-0.475735564,1.764173232
gapvd1,0.353414331,0.321759302,0.377576506,-0.224282914,0.449949384,-0.559100076,0.696211123,0.0,0.658698911,0.175942395,0.545367155,0.889057244,0.262321163,0.44546811,0.052057117,0.421596848,0.463217293,0.021431741,0.984495978,-0.335461423,0.162734653,-0.943401697,0.023610482,-0.144083762,-0.101914423,0.0,0.779097783,-0.376713354,0.0,1.861791368
gar1,-0.216717361,0.463132104,0.603789765,1.701922564,1.024601569,1.202083202,-0.328793515,0.040990707,-0.440428902,-0.015717722,-0.358357909,-0.687595935,0.318080283,0.529196263,1.099044157,1.408220952,0.395493301,0.285375061,0.513307198,-0.287324113,1.072530236,-1.263922624,1.52495871,1.168571925,0.539308154,0.0,1.086638172,2.595372738,1.888008715,2.021251709
garnl3,0.0,0.312297052,0.0,0.0,-3.380974775,0.0,-0.327248116,0.0,0.0,-3.310411008,1.402283716,0.0,0.364227934,-0.075090887,-0.616248798,0.315420685,0.462361894,0.022547551,0.596961877,0.0,-0.62426916,0.0,0.158385973,0.724967304,0.252998261,0.0,0.462081936,-0.196572318,-0.533558748,0.0
gart,-0.135462511,0.862778774,0.574079375,-0.18924353,0.502252088,0.445212086,-1.58576689,0.0,0.0,-0.052843367,-0.901227876,-0.103464944,-0.437614633,0.0,0.0,-0.139541387,-0.272805901,-0.725204325,-0.663603973,-0.467213556,-0.509668389,0.824745461,0.454342141,0.040440121,-0.423967851,0.0,0.430966663,-0.757226756,0.941896901,-1.432437937
gas2l3,1.337945488,0.193823913,0.687199186,0.0,2.350215774,0.367135141,1.070742079,0.0,0.0,0.097466831,0.807363465,0.0,-0.146765598,1.105681101,1.653349383,2.270226719,1.424269902,1.518654664,1.712687831,0.0,1.255915973,0.0,0.251216693,0.0,1.692754562,0.0,0.96052704,0.762690189,0.606408773,0.0
gas6,0.0,-1.388073281,-0.203023166,0.0,0.48898628,-0.676733829,1.076508564,0.0,1.743496633,0.306144652,0.373490337,0.0,-1.55522432,0.297963055,-0.195738981,0.095352791,0.1072301,0.271454663,0.631305939,0.203477163,0.0,0.0,1.158421183,0.331661738,0.038852169,0.0,-0.47213521,-0.423581427,-1.77379134,0.0
gas8,0.0,-0.291962313,0.266182176,0.148398852,-0.215336613,-0.113167546,0.114954454,0.462847793,-0.071221112,-0.185994914,0.193984258,-1.890479646,0.56350059,-1.119152609,0.0,-0.804007094,0.234108222,-0.35504176,-1.818468314,0.0,-0.374124447,0.0,-0.199657599,-0.840572901,-0.509533548,0.0,-2.839644472,-0.886067039,0.0,0.0
gatad1,0.0,-0.58123721,0.052936567,-0.134155382,0.271778914,0.0,-0.259178716,0.616795639,0.692629979,0.482427805,-0.486253386,0.0,0.453474732,0.084361607,0.0,-0.344532585,0.53316775,0.153259544,-0.285097272,0.0,0.988277901,0.0,-1.009503881,0.140192977,0.0,0.0,1.034234004,0.0,0.0,0.0
gatad2a,-0.182583951,-0.923818098,-0.458697467,-0.148857123,0.5464141,-0.747145676,-0.934330674,0.0,0.0,0.007376264,0.210497741,0.256230587,-0.257038704,0.697254765,-0.291710849,0.550815206,0.640585058,0.293825626,0.881732216,-0.379903284,0.127788789,-1.21571687,0.644013557,0.559558841,-0.587319671,0.0,0.604041514,1.039832944,0.971962926,0.0
gba,0.191569355,0.615923511,0.120939983,-0.214848161,0.0,0.306793788,-1.943425235,0.0,0.0,-0.209655962,-1.502127167,0.21086016,0.0,1.070375297,0.0,0.136507396,0.01101662,1.73884883,-0.593695632,0.0,0.0,-1.601333054,-0.960268144,0.161945178,-0.262410591,0.0,-0.169765774,0.700974381,0.0,0.0
gba2,0.0,-1.104844716,-0.760893043,0.0,-0.11535768,0.0,0.880953969,0.0,0.0,0.136931316,0.119822439,0.0,0.0,-1.394937613,0.0,-0.290145788,0.11076307,0.221809441,-1.242403318,-0.554711034,-0.509668389,0.0,-1.239394174,0.177700497,-0.051091113,0.0,-0.513308286,0.409954992,0.0,0.0
gbe1,-0.251464856,0.497069323,-0.638742297,-0.385562435,0.489595554,-0.278971065,0.342049685,0.0,0.0,-0.145140801,0.195226815,0.940112558,0.34828316,0.252099664,-0.009150235,0.046889058,0.181305529,0.428185859,0.913637582,0.261100762,0.0,0.315683282,1.096356834,0.126459388,-0.113535908,0.004641843,1.807364868,-0.336092493,1.123286489,0.0
